LOAN_NUMBER,SAMPLE_DATE,FILE_REQ_DATE,SECOND_REQUEST_DATE,SENT_TO_IMAGING_DATE,LENDER_RESPONSE_DUE_DATE,DATE_LOAN_FINALIZED,LENDER_ID,LENDER_NAME,LENDER_LOAN_ID,PROP_STATE,NEW_CONSTRUCTION_INDICATOR,CONDOMINIUM_INDICATOR,LOAN_ORIG_DATE, CURRENT_BALANCE ,FICO_SCORE,LTV, ORIG_VALUE , AVM_VALUE ,FIELD_REVIEW_VALUE_SUPPORTED,FIELD_REVIEW_VALUE,PURPOSE_CODE,OCCUPANCY_CODE,LENDER_INST_TYPE_DESCRIPTION,UNDERWRITER_NAME,REVIEW_DATE,REVIEW_STATUS,DEAL_NAME,START_DATE,
27119900,3/15/2012,3/19/2012,,4/5/2012,,5/7/2012,CVSRSY,K Hovnanian American Mortgage LLC,409924941,VA,Yes,Yes,12/29/2011," $277,200.00 ",789,90," $327,000.00 ",,,,P,B,Mortgage Banker - (Large),Allie Martin,5/1/2012,4,WFMBS 2006-AR4,6/1/2013,
25270161,6/21/2011,6/23/2011,,6/27/2011,,8/12/2011,OROQMO,First Savings Mortgage Corporation,1792047020,DE,No,No,4/13/2011," $328,500.00 ",789,90," $368,000.00 ",,,,P,G,Mortgage Banker - (Large),Mike Willams,7/11/2011,4,SEMT 2012-1,6/1/2013,
18489603,7/12/2011,7/14/2011,,8/1/2011,,8/23/2011,RRLZLW,CBC National Bank,8000010368,GA,No,No,6/16/2011," $356,400.00 ",789,90," $396,000.00 ",,,,P,B,Community Banks,Mike Willams,8/18/2011,4,SEMT 2012-5,6/1/2013,
15868450,10/8/2012,10/10/2012,,10/17/2012,,11/1/2012,NWSKZO,"Wells Fargo Bank, N.A.",341815157,HI,No,No,6/29/2012," $720,000.00 ",789,90," $800,000.00 ",,N/A,,P,B,Bank Owned Mortgage Company - National,Steve Winston,10/18/2012,4,WFMBS 2006-5,6/1/2013,
23762904,7/11/2012,7/12/2012,,7/23/2012,,10/5/2012,TSPSPG,Consumers Credit Union,9500009282,MI,No,Yes,4/12/2012," $49,400.00 ",789,95," $52,000.00 ",,,,P,B,Credit Unions,Allie Martin,10/4/2012,4,SEMT 2012-1,6/1/2013,
20596893,4/19/2011,5/4/2011,,,,6/15/2011,LULOII,State Bank of Lincoln,82896821,IL,No,No,3/22/2011," $61,750.00 ",789,95," $65,000.00 ",,,,P,B,Community Banks,,,5,SEMT 2012-1,6/1/2013,
23525120,10/8/2012,10/10/2012,,11/1/2012,,12/7/2012,ELZPLY,Cendera Funding Inc,416167948,TX,No,No,7/17/2012," $165,300.00 ",789,95," $174,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,12/7/2012,4,SEMT 2012-5,6/1/2013,
23446904,10/8/2012,10/10/2012,,10/22/2012,,11/9/2012,UVPHTJ,Pinnacle Bank Wyoming,287545487,WY,No,No,8/14/2012," $172,900.00 ",789,95," $183,000.00 ",,,,P,B,Community Banks,Mike Willams,11/9/2012,4,WFMBS 2006-5,6/1/2013,
34132914,3/18/2011,3/29/2011,,,,5/19/2011,UGYJHV,JPMorgan Chase Bank NA,1650300258,OH,No,No,1/4/2011," $196,175.00 ",789,95," $206,500.00 "," $194,000.00 ",N/A,,P,B,Bank Owned Mortgage Company - National,,,5,SEMT 2012-5,6/1/2013,
26569239,1/11/2013,1/16/2013,,,,,MDZFMK,Westerra Credit Union,1428972796,CO,No,No,12/13/2012," $305,860.00 ",789,95," $325,000.00 ",,,,P,B,Credit Unions,,,,WFMBS 2006-5,6/1/2013,
27239535,12/20/2011,1/3/2012,1/25/2012,1/26/2012,,2/28/2012,WOLMDI,Pulaski Bank,2011090998,KS,No,No,11/18/2011," $380,000.00 ",789,95," $400,000.00 ",,N/A,,R,B,Community Banks,Steve Winston,2/27/2012,4,SEMT 2012-1,6/1/2013,
27368892,10/12/2011,10/14/2011,,11/8/2011,,12/27/2011,MHCSON,The Stillwater National Bank & Trust Company,8085100,OK,No,No,7/6/2011," $385,700.00 ",789,95," $410,000.00 "," $327,000.00 ",N/A,,P,B,Community Banks,Steve Winston,12/8/2011,4,SEMT 2012-1,6/1/2013,
19971312,3/19/2010,3/11/2010,,,,7/29/2010,GUZKHY,Sierra Pacific Mortgage Services Inc,602568607,CO,No,No,12/7/2009," $267,000.00 ",790,84.48999786,,,N/A,,R,B,Mortgage Banker - (Large),Steve Winston,3/22/2010,4,WFMBS 2006-5,6/1/2013,
16112514,3/19/2010,3/11/2010,,,,7/26/2010,KDLQFA,"Bank of America, N.A.",851470532,CA,No,No,12/21/2009," $212,500.00 ",790,85," $250,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,4/16/2010,4,WFMBS 2006-AR4,6/1/2013,
22373223,6/1/2010,7/20/2010,,,,2/22/2011,BBYFPG,Central Pacific HomeLoans Inc.,856061,HI,No,Yes,6/24/2009," $362,100.00 ",790,85," $426,000.00 ",,,,R,B,Community Banks,Steve Winston,8/5/2010,4,WFMBS 2006-AR4,6/1/2013,
15462476,2/5/2013,,,,,,BJYRHQ,"Wells Fargo Bank, N.A.",290725233,AZ,No,No,3/9/2012," $287,900.00 ",790,85.94000244," $335,000.00 ",,,,R,B,Bank Owned Mortgage Company - National,,,,WFMBS 2006-5,6/1/2013,
33831973,6/1/2010,7/6/2010,,,,2/1/2011,VVUHOS,Eli Lilly Federal Credit Union,883622,IN,No,No,11/2/2009," $157,500.00 ",790,87.5,,,N/A,,R,B,Credit Unions,Steve Winston,7/8/2010,4,WFMBS 2006-AR4,6/1/2013,
20346648,1/11/2013,1/16/2013,,,,,TUHXFZ,Platinum Mortgage Inc,431452234,AL,No,No,10/8/2012," $148,860.00 ",790,87.55999756," $170,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/2013,
34022919,11/23/2010,1/20/2011,,,,2/16/2011,VYLAPP,First Security Bank,62619960,AR,No,No,7/23/2010," $188,200.00 ",790,88.36000061," $212,992.30 ",,,,R,B,Community Banks,Allie Martin,2/16/2011,4,WFMBS 2006-AR4,6/1/2013,
27142265,6/21/2011,6/23/2011,,,,9/21/2011,KFGLBU,Idaho Central Credit Union,704387457,ID,No,No,5/25/2011," $163,000.00 ",790,89.55999756," $185,000.00 ",,,,P,B,Credit Unions,,,5,SEMT 2012-5,6/1/2013,
16633952,9/21/2011,9/28/2011,,11/4/2011,1/13/2012,1/13/2012,BQIBPW,"Bank of America, N.A.",235287727,VA,No,No,6/24/2011," $368,869.00 ",790,89.98999786," $410,000.00 ",,N/A,,P,B,Bank Owned Mortgage Company - National,Steve Winston,12/19/2011,4,SEMT 2012-5,6/1/2013,
15522685,7/12/2011,7/14/2011,,8/2/2011,,8/19/2011,AFMWGH,Metropolitan National Bank,276629060,MO,No,No,4/29/2011," $150,356.00 ",790,90," $186,700.00 ",,N/A,,P,B,Community Banks,Steve Winston,8/18/2011,4,WFMBS 2006-AR4,6/1/2013,
26749852,1/11/2013,1/16/2013,,1/24/2013,,,MBSNDN,Waterstone Mortgage Corporation,1209099799,MN,No,No,11/28/2012," $153,000.00 ",790,90," $173,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/2013,
15365818,6/21/2011,6/23/2011,,7/7/2011,,8/11/2011,ADHESP,Shelter Mortgage Company LLC,12946216,SC,No,No,4/25/2011," $173,250.00 ",790,90," $195,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,7/27/2011,4,WFMBS 2006-5,6/1/2013,
20896871,7/11/2012,7/12/2012,,7/23/2012,,8/24/2012,UNEYOE,Veritas Funding LLC,1123080330,UT,No,No,5/2/2012," $210,600.00 ",790,90," $240,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,8/14/2012,4,WFMBS 2006-AR4,6/1/2013,
18658311,4/19/2011,4/28/2011,,5/17/2011,,6/16/2011,GCSIGJ,Castle & Cooke Mortgage LLC,1122503874,NV,No,No,2/22/2011," $211,500.00 ",790,90," $235,000.00 ",,,,P,G,Mortgage Banker - Bank Owned,Mike Willams,5/25/2011,4,SEMT 2012-1,6/1/2013,
18183214,6/21/2011,6/23/2011,,7/6/2011,,7/15/2011,DSEEBM,First Place Bank,377353297,MD,No,No,4/29/2011," $256,500.00 ",790,90," $285,000.00 ",,,,P,B,Community Banks,Mike Willams,7/15/2011,4,WFMBS 2006-AR4,6/1/2013,
28501480,12/10/2012,10/10/2012,,11/12/2012,,1/29/2013,XHSNDL,Plaza Home Mortgage Inc,416316933,CA,No,Yes,7/19/2012," $256,500.00 ",790,90," $285,000.00 ",,N/A,,R,B,Mortgage Banker - (Large),Steve Winston,1/2/2013,4,SEMT 2012-5,6/1/2013,
17643096,8/2/2012,8/7/2012,,,,8/14/2012,ADDEAJ,Cenlar Federal Savings Bank,37912524,NJ,No,No,3/30/2012," $277,650.00 ",790,90," $309,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/14/2012,4,SEMT 2012-1,6/1/2013,
28561241,4/19/2011,5/2/2011,,,,6/10/2011,DAIXUF,MSA Mortgage LLC,229973018,MA,No,No,2/8/2011," $521,900.00 ",790,90," $582,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,5/18/2011,4,WFMBS 2006-AR4,6/1/2013,
17943495,10/12/2011,10/24/2011,,10/28/2011,,11/23/2011,FIIUVP,Talmer Bank & Trust,905497,MI,No,No,8/25/2011," $216,800.00 ",790,92.26000214," $235,000.00 ",,N/A,,R,B,Community Banks,Steve Winston,11/15/2011,4,SEMT 2012-5,6/1/2013,
25389595,3/15/2012,3/19/2012,,3/27/2012,,3/30/2012,REVVCL,CBC National Bank,1122899474,GA,No,No,12/21/2011," $292,300.00 ",790,94.90000153," $308,000.00 ",,,,R,B,Community Banks,Mike Willams,3/29/2012,4,WFMBS 2006-5,6/1/2013,
17793239,8/8/2012,8/8/2012,,8/10/2012,,10/9/2012,WBABDW,Provident Funding Associates LP,422040028,AZ,No,No,4/30/2012," $124,450.00 ",790,95," $135,000.00 ",,N/A,,P,B,Mortgage Banker - (Large),Steve Winston,10/4/2012,4,SEMT 2012-1,6/1/2013,
19053036,10/8/2012,10/16/2012,11/1/2012,11/8/2012,,1/3/2013,YYYZLD,BankPlus,6850428654,MS,No,No,8/29/2012," $173,850.00 ",790,95," $235,000.00 ",,,,P,B,Community Banks,Allie Martin,1/2/2013,4,SEMT 2012-1,6/1/2013,
15189019,6/21/2011,6/23/2011,,6/28/2011,,7/5/2011,UFVWFB,"Municipal Employees C.U. of Baltimore, Inc.",6189419,MD,No,No,4/15/2011," $180,500.00 ",790,95," $230,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,6/30/2011,4,SEMT 2012-5,6/1/2013,
30130578,6/25/2012,6/25/2012,,,,7/19/2012,DEUXQD,Cobalt Mortgage Inc,38200721,AZ,No,No,5/8/2012," $255,075.00 ",790,95," $270,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,6/25/2012,4,WFMBS 2006-AR4,6/1/2013,
26090018,3/15/2012,3/26/2012,,4/12/2012,6/7/2012,6/8/2012,TFXZFB,Northwest Bank,8400142212,IA,Yes,No,12/28/2011," $299,250.00 ",790,95," $315,000.00 ",,N/A,,R,B,Community Banks,Steve Winston,5/18/2012,4,WFMBS 2006-5,6/1/2013,
33930490,3/19/2010,3/11/2010,,,,11/5/2010,ZSZRGP,Plaza Home Mortgage Inc,214659888,MA,No,No,12/18/2009," $311,600.00 ",790,95," $330,000.00 "," $290,000.00 ",,,P,B,Mortgage Banker - (Large),Mike Willams,4/20/2010,4,WFMBS 2006-5,6/1/2013,
32119998,1/28/2013,,,1/28/2013,,,ZPHOAL,Gerber Federal Credit Union,3023813511,MI,No,No,11/9/2012," $89,700.00 ",791,81.55000305," $110,000.00 ",,,,R,B,Credit Unions,,,,SEMT 2012-1,6/1/2013,
26544794,1/11/2013,1/16/2013,,,,,QQOKMZ,Bexil American Mortgage Inc,12002914,WA,No,No,11/30/2012," $417,000.00 ",791,82.90000153," $520,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/2013,
24185153,1/31/2013,2/1/2013,,,,,NYVVAM,George Mason Mortgage LLC,6800640096,MD,No,No,12/5/2012," $332,000.00 ",791,83," $400,000.00 ",,,,R,B,Community Banks,,,,SEMT 2012-1,6/1/2013,
22663935,11/7/2011,11/7/2011,,11/30/2011,,1/5/2012,DBYIDF,Amerisave Mortgage Corporation,772938,OH,No,No,11/7/2011," $159,000.00 ",791,83.68000031," $190,000.00 ",,N/A,,X,B,Mortgage Banker - (Large),Steve Winston,1/4/2012,4,WFMBS 2006-AR4,6/1/2013,
27936957,10/8/2012,10/10/2012,,10/11/2012,,10/16/2012,IOTWXR,The Cortland Savings & Banking Company,100121866,IL,No,No,9/4/2012," $188,800.00 ",791,83.91000366," $225,000.00 ",,N/A,,R,B,Community Banks,Eric Miller,10/11/2012,4,WFMBS 2006-5,6/1/2013,
18758915,1/11/2013,1/16/2013,,1/22/2013,,2/5/2013,OZZRQF,BankNewport,9028875,RI,No,No,10/10/2012," $276,000.00 ",791,84.91999817," $325,000.00 ",,,,X,B,Community Banks,Mike Willams,1/29/2013,4,WFMBS 2006-AR4,6/1/2013,
28202686,6/27/2012,6/27/2012,,7/23/2012,,8/30/2012,LQNGIU,ARK-LA-TEX Financial Services LLC,411222227,ID,No,No,2/22/2012," $144,500.00 ",791,85," $174,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,8/21/2012,4,WFMBS 2006-5,6/1/2013,
29743437,4/9/2010,5/5/2010,,,,9/16/2010,WHFMDW,MortgageAmerica Inc,1710914031,AL,No,No,1/12/2010," $246,500.00 ",791,85," $290,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,6/9/2010,4,SEMT 2012-1,6/1/2013,
24969621,12/20/2011,12/27/2011,,1/5/2012,,1/19/2012,FTTZPR,Maverick Funding Corp,26954,RI,No,No,10/20/2011," $176,000.00 ",791,86.26999664," $204,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,1/19/2012,4,WFMBS 2006-5,6/1/2013,
33594859,1/11/2013,1/23/2013,,,,,LLSVTJ,Coppermark Bank,2000011928,OK,No,No,12/20/2012," $239,600.00 ",791,88.73999786," $270,000.00 ",,,,R,B,Community Banks,,,,WFMBS 2006-AR4,6/1/2013,
17938032,1/11/2013,1/16/2013,,1/25/2013,,,QXKXIT,AmeriFirst Financial Corporation,201214404,WI,No,No,11/9/2012," $119,000.00 ",791,88.80999756," $134,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/2013,
16671934,11/23/2010,1/10/2011,,,,2/22/2011,ETBENR,Mortgage Center LLC,125-0003441227,MI,No,No,6/16/2010," $240,000.00 ",791,88.88999939," $269,996.63 ",,,,R,B,Credit Unions,Allie Martin,2/22/2011,4,WFMBS 2006-AR4,6/1/2013,
22133373,6/1/2010,9/22/2010,,,3/23/2011,3/7/2011,NCLPBM,Mortgage Financial Services LLC,6993132959,LA,No,No,1/13/2010," $130,000.00 ",791,89.66000366," $160,000.00 ",,,,P,B,Mortgage Banker - (Large),Allie Martin,10/6/2010,4,WFMBS 2006-5,6/1/2013,
15201526,4/19/2011,4/28/2011,,5/17/2011,,6/16/2011,XQVMEC,Castle & Cooke Mortgage LLC,375627163,CA,No,No,1/11/2011," $82,080.00 ",791,90," $93,000.00 ",,,,P,G,Mortgage Banker - Bank Owned,Mike Willams,5/24/2011,4,SEMT 2012-1,6/1/2013,
16302686,4/9/2010,5/6/2010,,,,9/16/2010,TCSXKO,Wall Street Mortgage Bankers Ltd,1121122838,NY,No,No,1/19/2010," $128,880.00 ",791,90," $143,500.00 ",,,,P,B,Mortgage Banker - (Large),Mike Willams,5/10/2010,4,SEMT 2012-5,6/1/2013,
23233673,10/12/2011,10/18/2011,,11/7/2011,1/13/2012,1/12/2012,WWBUGN,Wallick & Volk Inc,8808148,AZ,No,No,9/20/2011," $184,950.00 ",791,90," $206,000.00 "," $168,000.00 ",No,172000,P,G,Mortgage Banker - Bank Owned,Allie Martin,12/8/2011,4,WFMBS 2006-AR4,6/1/2013,
16271618,10/8/2012,10/10/2012,,10/23/2012,,11/19/2012,YRPLAT,Kings Mortgage Services Inc,414657841,CA,No,No,6/4/2012," $211,500.00 ",791,90," $235,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,11/14/2012,4,SEMT 2012-5,6/1/2013,
15947713,9/21/2011,9/28/2011,,10/10/2011,,11/10/2011,DCFRJD,"Wells Fargo Bank, N.A.",277116745,MN,No,No,6/14/2011," $224,910.00 ",791,90," $250,000.00 ",,N/A,,P,B,Bank Owned Mortgage Company - National,Steve Winston,10/26/2011,4,SEMT 2012-1,6/1/2013,
25522924,6/1/2010,7/6/2010,,,,7/14/2010,VAJYIN,First Savings Mortgage Corporation,219045382,VA,No,No,1/23/2010," $525,600.00 ",791,90," $584,000.00 ",,,,R,B,Mortgage Banker - (Large),Mike Willams,7/14/2010,4,SEMT 2012-5,6/1/2013,
16448750,6/8/2012,6/19/2012,,6/26/2012,,7/13/2012,ILUYZN,Ally Bank,603331981,MA,No,No,6/4/2012," $356,100.00 ",791,94.95999908," $375,000.00 ",,N/A,,R,B,Mortgage Banker - (Large),Steve Winston,6/29/2012,4,WFMBS 2006-AR4,6/1/2013,
25544272,9/21/2011,9/28/2011,,10/10/2011,,11/10/2011,NQPBZH,"Wells Fargo Bank, N.A.",277150231,WI,No,No,5/20/2011," $140,125.00 ",791,95," $148,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,10/27/2011,4,SEMT 2012-1,6/1/2013,
16521117,10/12/2011,10/24/2011,,10/28/2011,,11/16/2011,PBHAHU,Sunbelt Lending Services Inc,6994927408,FL,No,No,8/19/2011," $171,000.00 ",791,95," $180,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,11/16/2011,4,WFMBS 2006-AR4,6/1/2013,
15732385,3/18/2011,3/29/2011,,,,5/19/2011,RJHHVL,JPMorgan Chase Bank NA,1584179950,IL,No,No,2/14/2011," $171,000.00 ",791,95," $215,000.00 "," $171,000.00 ",,,P,B,Bank Owned Mortgage Company - National,,,5,WFMBS 2006-AR4,6/1/2013,
30051106,10/8/2012,10/10/2012,,11/1/2012,,12/7/2012,PCJSTA,Cendera Funding Inc,428780092,TX,No,No,7/31/2012," $171,000.00 ",791,95," $181,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,12/7/2012,4,WFMBS 2006-AR4,6/1/2013,
27998304,3/15/2012,3/19/2012,,4/27/2012,,6/8/2012,UXMHAG,BOK Financial Corp,3763780,OK,No,No,1/9/2012," $185,250.00 ",791,95," $199,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,6/6/2012,4,WFMBS 2006-AR4,6/1/2013,
17947121,11/23/2010,1/10/2011,,,,4/12/2011,JTOULD,New Mexico Educators Federal Credit Union,22504,NM,No,No,7/28/2010," $194,750.00 ",791,95," $205,000.00 ",,,,R,B,Credit Unions,Allie Martin,3/31/2011,4,WFMBS 2006-AR4,6/1/2013,
32652425,6/21/2011,6/23/2011,,7/13/2011,,8/31/2011,JKITBH,New York Community Bancorp Inc,5130597,MI,No,No,3/8/2011," $194,750.00 ",791,95," $213,000.00 ",,,,P,B,Community Banks,Mike Willams,8/10/2011,4,WFMBS 2006-AR4,6/1/2013,
32022697,11/23/2010,1/11/2011,,,,3/8/2011,EQFFFA,The Bank of Holland,6993592771,MI,No,No,7/22/2010," $242,250.00 ",791,95," $255,000.00 ",,,,R,B,Community Banks,Allie Martin,1/20/2011,4,SEMT 2012-1,6/1/2013,
25444535,12/2/2011,12/2/2011,,,,12/7/2011,JNHPYM,CMCO Mortgage LLC,,SC,No,No,9/21/2011," $246,040.00 ",791,95," $261,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,5,SEMT 2012-1,6/1/2013,
27604837,3/19/2010,,,,,3/19/2010,WDWIRO,Weichert Financial Services,1422439370,NJ,No,No,12/1/2009," $247,000.00 ",791,95,,,,,P,B,Mortgage Banker - (Large),,,5,WFMBS 2006-5,6/1/2013,
25578455,11/23/2010,1/7/2011,,,,3/15/2011,AGXPBP,Georgia Bank & Trust,371897869,GA,No,No,7/14/2010," $288,800.00 ",791,95," $304,000.00 ",,,,P,B,Community Banks,Allie Martin,2/9/2011,4,SEMT 2012-1,6/1/2013,
18346177,11/2/2011,11/11/2011,,,,11/29/2011,CCJXAB,SunTrust Mortgage Inc,235653086,GA,No,No,5/25/2011," $351,500.00 ",791,95," $370,000.00 "," $318,148.00 ",,,R,B,Bank Owned Mortgage Company - National,Mike Willams,11/29/2011,4,SEMT 2012-5,6/1/2013,
23966765,7/11/2012,7/12/2012,8/3/2012,8/9/2012,,10/2/2012,RNTYTQ,Delta Community Credit Union,2011007571,GA,No,No,4/27/2012," $305,550.00 ",791,97," $320,000.00 ",,N/A,,P,B,Credit Unions,Eric Miller,9/24/2012,4,WFMBS 2006-AR4,6/1/2013,
17930154,7/11/2012,7/12/2012,8/3/2012,8/10/2012,,10/2/2012,ETWCKZ,GTE Federal Credit Union,UNASSIGNED,FL,No,No,4/20/2012," $297,000.00 ",792,81.37000275," $365,000.00 ",,N/A,,R,B,Credit Unions,Steve Winston,10/2/2012,5,WFMBS 2006-5,6/1/2013,
23217856,7/11/2012,7/12/2012,,8/23/2012,,10/3/2012,GLHBTZ,Bank of England,291488419,NM,No,No,3/15/2012," $270,900.00 ",792,81.83999634," $331,000.00 ",,,,R,B,Community Banks,Mike Willams,9/28/2012,4,WFMBS 2006-AR4,6/1/2013,
16427505,4/23/2012,4/26/2012,,,,6/18/2012,CAZXAU,Provident Funding Associates LP,422010026,AZ,No,No,1/31/2012," $324,200.00 ",792,83.12999725," $390,000.00 ",,,,R,B,Mortgage Banker - (Large),Mike Willams,6/13/2012,4,SEMT 2012-5,6/1/2013,
20900290,12/20/2011,1/6/2012,1/30/2012,2/28/2012,,3/13/2012,SAWVM,Mortgage Services III LLC,6800455370,SD,No,No,10/14/2011," $122,000.00 ",792,85.91999817," $142,000.00 ",,,,P,B,Credit Unions,Mike Willams,3/13/2012,4,SEMT 2012-5,6/1/2013,
29741099,12/20/2011,1/4/2012,2/6/2012,2/14/2012,,3/26/2012,FDABSS,Alliance Bank NA,1425680681,NY,No,No,10/11/2011," $192,000.00 ",792,87.26999664," $220,000.00 ",,,,R,B,Community Banks,Allie Martin,3/12/2012,4,SEMT 2012-5,6/1/2013,
23556799,4/19/2011,4/28/2011,,5/17/2011,,6/2/2011,UOWRIC,Merrimack Valley Federal Credit Union,24695,NH,No,No,12/10/2010," $142,000.00 ",792,88.75," $170,000.00 ",,,,P,B,Credit Unions,Allie Martin,5/27/2011,4,WFMBS 2006-AR4,6/1/2013,
16994353,12/10/2012,10/10/2012,,11/12/2012,,1/29/2013,GHBUSU,Plaza Home Mortgage Inc,3812050413,CA,No,No,7/26/2012," $268,000.00 ",792,89.33000183," $300,000.00 ",,N/A,,R,B,Mortgage Banker - (Large),Steve Winston,1/2/2013,4,WFMBS 2006-AR4,6/1/2013,
25113459,10/8/2012,10/16/2012,,11/1/2012,,12/14/2012,CCJQYE,The Farmers National Bank of Canfield,327965,OH,No,No,7/26/2012," $91,800.00 ",792,90," $105,000.00 ",,,,P,B,Community Banks,Mike Willams,12/10/2012,4,WFMBS 2006-5,6/1/2013,
28763974,4/19/2011,4/29/2011,,,5/26/2011,5/17/2011,FHKJFK,Univest National Bank & Trust Company,138142989,PA,No,No,12/20/2010," $146,700.00 ",792,90," $163,000.00 "," $147,000.00 ",,,P,B,Community Banks,Allie Martin,5/10/2011,4,SEMT 2012-1,6/1/2013,
15279682,6/1/2010,7/6/2010,,,,2/22/2011,KGLNPM,Summit Credit Union,8000010747,WI,No,No,7/23/2009," $198,000.00 ",792,90," $222,900.00 ",,N/A,,P,B,Credit Unions,Steve Winston,7/6/2010,4,WFMBS 2006-AR4,6/1/2013,
17690827,11/23/2010,1/7/2011,,,,2/4/2011,BGMFRN,Hyperion Capital Group LLC,602765984,OR,No,No,7/27/2010," $238,500.00 ",792,90," $265,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,1/18/2011,4,WFMBS 2006-5,6/1/2013,
22834601,4/19/2011,4/25/2011,,,,5/13/2011,HIEIVG,"Wells Fargo Bank, N.A.",313145088,TX,No,No,12/1/2010," $265,500.00 ",792,90," $295,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,5/10/2011,4,SEMT 2012-1,6/1/2013,
31369134,9/21/2011,9/28/2011,,10/10/2011,,11/10/2011,WPIUGB,"Wells Fargo Bank, N.A.",281085555,MD,No,No,5/20/2011," $302,400.00 ",792,90," $336,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,10/21/2011,4,SEMT 2012-1,6/1/2013,
29119854,11/23/2010,1/6/2011,,,,2/9/2011,ZRQOUK,Community Financial Members Federal Credit Un,90004081,MI,No,No,8/9/2010," $378,000.00 ",792,90," $420,000.00 ",,,,P,B,Credit Unions,Mike Willams,1/3/2011,4,SEMT 2012-5,6/1/2013,
33539885,12/8/2011,12/12/2011,,12/19/2011,,12/19/2011,XFBNHA,Cenlar Federal Savings Bank,35701283,OH,No,No,8/28/2011," $168,581.00 ",792,91.12000275," $185,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,12/19/2011,4,WFMBS 2006-5,6/1/2013,
21133378,12/20/2011,12/27/2011,,1/2/2012,,1/5/2012,VZTYKR,Churchill Mortgage Corporation,DAL11003570,TX,No,No,11/18/2011," $284,000.00 ",792,93.41999817," $325,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,1/4/2012,4,WFMBS 2006-AR4,6/1/2013,
34258119,7/11/2012,7/12/2012,,7/20/2012,,8/10/2012,OGVXMJ,Arizona State Credit Union,1427605017,AZ,No,No,5/25/2012," $341,950.00 ",792,93.68000031," $365,000.00 ",,,,R,B,Credit Unions,Mike Willams,8/7/2012,4,SEMT 2012-1,6/1/2013,
17606294,12/20/2011,1/12/2012,,2/1/2012,,3/5/2012,XDJHTE,"Mortgage Investors Group, Inc.",10104959,TN,No,No,10/25/2011," $168,700.00 ",792,94.77999878," $178,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,3/5/2012,4,SEMT 2012-1,6/1/2013,
17388727,12/10/2012,10/10/2012,11/2/2012,11/26/2012,,1/16/2013,UTGDWC,CCFCU Funding LLC,71640,NY,No,No,7/19/2012," $199,500.00 ",792,95," $211,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,1/10/2013,4,WFMBS 2006-5,6/1/2013,
23451290,1/11/2013,1/16/2013,,,,,DMLKXX,Homeowners Mortgage a subsidiary of,433100526,SC,No,No,11/29/2012," $332,500.00 ",792,95," $350,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/2013,
30236727,7/11/2012,7/12/2012,,8/23/2012,,10/3/2012,RKSFVB,Bank of England,412596801,UT,No,No,3/30/2012," $363,850.00 ",792,95," $390,000.00 ",,,,P,B,Community Banks,Mike Willams,9/28/2012,4,WFMBS 2006-AR4,6/1/2013,
24752985,3/15/2012,3/19/2012,,4/12/2012,,6/15/2012,KPGUWR,U.S. Bank N.A.,2200214113,IA,No,No,1/24/2012," $184,000.00 ",793,82.13999939," $224,000.00 ",,,,R,B,Bank Owned Mortgage Company - National,Allie Martin,6/4/2012,4,WFMBS 2006-AR4,6/1/2013,
